,origin,destination,register,flight_num,airplane,scheduled_date,scheduled_time,actual_date,actual_time,day,status1,status2,airline_icao,international,delay,ftype,miladi_scheduled,miladi_actual,id,airline,latitude_deg,longitude_deg
851,OITT,OISS,NULL,IRC3813,100,1402-01-09,14:35:00,1402-01-09,14:34:00,چهارشنبه, نشست14:34,NULL,EP,0,0,arrival,2023-03-29,2023-03-29,852,آسمان,38.1338996887207,46.23500061035156
852,OIII,OICI,EPATE,IRC842,F100,1402-01-09,14:10:00,1402-01-09,14:33:00,چهار شنبه,Departed,پرواز كرد ,IRC,0,23,departure,2023-03-29,2023-03-29,853,آسمان,35.68920135498047,51.31340026855469
853,OING,OIII,EPATZ,IRC631,ATR-72-500,1402-01-09,14:40:00,1402-01-09,14:32:00,چهار شنبه,LANDED,نشست ,IRC,0,-8,arrival,2023-03-29,2023-03-29,854,آسمان,36.9094009399,54.4012985229
854,OIMM,OIII,,IRC603,F100,1402-01-09,14:00:00,1402-01-09,14:17:00,چهار شنبه,Departed,پرواز كرد ,IRC,0,17,departure,2023-03-29,2023-03-29,855,آسمان,36.235198974609375,59.64099884033203
855,OIMM,OINN,,IRC604,F100,1402-01-09,13:20:00,1402-01-09,13:52:00,چهار شنبه,Departed,پرواز كرد ,IRC,0,32,departure,2023-03-29,2023-03-29,856,آسمان,36.235198974609375,59.64099884033203
856,OIZH,OIII,NULL,IRC851,NULL,1402-01-09,13:35:00,1402-01-09,13:35:00,چهارشنبه,پروازکرد13:35,NULL,EP,0,0,departure,2023-03-29,2023-03-29,857, آسمان,29.47570037841797,60.90620040893555
857,OING,OIII,,IRC631,ATR,1402-01-09,13:20:00,1402-01-09,13:33:00,چهار شنبه,Departed,پرواز كرد ,IRC,0,13,departure,2023-03-29,2023-03-29,858,آسمان,36.9094009399,54.4012985229
858,OIKY,OIII,EPATE,IRC3727,F100,1402-01-09,13:10:00,1402-01-09,13:02:00,چهار شنبه,LANDED,نشست ,IRC,0,-8,arrival,2023-03-29,2023-03-29,859,آسمان,29.550899505615234,55.672698974609375
859,OITT,OISS,NULL,IRC3813,100,1402-01-09,12:45:00,1402-01-09,13:00:00,چهارشنبه,پروازکرد13:00,NULL,EP,0,0,departure,2023-03-29,2023-03-29,860, آسمان,38.1338996887207,46.23500061035156
860,OIYY,OIMM,,IRC619,F100,1402-01-09,13:00:00,1402-01-09,12:55:00,چهار شنبه,LANDED,نشست ,IRC,0,-5,arrival,2023-03-29,2023-03-29,861,آسمان,31.9048995972,54.2765007019
861,OICI,OIMM,,IRC3901,F100,1402-01-09,12:35:00,1402-01-09,12:44:00,چهار شنبه,LANDED,نشست ,IRC,0,9,arrival,2023-03-29,2023-03-29,862,آسمان,33.58660125732422,46.40480041503906
862,OIMM,OING,,IRC637,ATR,1402-01-09,12:30:00,1402-01-09,12:36:00,چهار شنبه,LANDED,نشست ,IRC,0,6,arrival,2023-03-29,2023-03-29,863,آسمان,36.235198974609375,59.64099884033203
863,OIMM,OIZH,NULL,IRC853,NULL,1402-01-09,12:35:00,1402-01-09,12:35:00,چهارشنبه, نشست12:35,NULL,EP,0,0,arrival,2023-03-29,2023-03-29,864, آسمان,36.235198974609375,59.64099884033203
864,OISS,OITT,NULL,IRC3812,100,1402-01-09,12:15:00,1402-01-09,12:05:00,چهارشنبه, نشست12:05,NULL,EP,0,0,arrival,2023-03-29,2023-03-29,865, آسمان,29.5392,52.589802
865,OIYY,OIMM,NULL,IRC619,NULL,1402-01-09,11:30:00,1402-01-09,11:45:00,چهارشنبه,پروازکرد11:45,NULL,EP,0,0,departure,2023-03-29,2023-03-29,866,آسمان,31.9048995972,54.2765007019
866,OIFM,ORNI,NULL,IRC6545,B737-400,1402-01-09,11:40:00,1402-01-09,11:45:00,چهارشنبه,پروازکرد11:45,NULL,EP,1,0,departure,2023-03-29,2023-03-29,867, آسمان,32.75080108642578,51.86130142211914
867,OIMM,OIZH,,IRC853,B737,1402-01-09,11:10:00,1402-01-09,11:28:00,چهار شنبه,Departed,پرواز كرد ,IRC,0,18,departure,2023-03-29,2023-03-29,868,آسمان,36.235198974609375,59.64099884033203
868,OIMM,OING,,IRC637,ATR,1402-01-09,10:55:00,1402-01-09,11:12:00,چهار شنبه,Departed,پرواز كرد ,IRC,0,17,departure,2023-03-29,2023-03-29,869,آسمان,36.235198974609375,59.64099884033203
869,OICI,OIMM,,IRC3900,100,1402-01-09,10:35:00,1402-01-09,10:50:00,چهار شنبه,Departed,پرواز كرد ,IRC,0,15,departure,2023-03-29,2023-03-29,870,آسمان,33.58660125732422,46.40480041503906
870,ORNI,OIFM,NULL,IRC6544,B737-400,1402-01-09,10:40:00,1402-01-09,10:40:00,چهارشنبه, نشست10:40,NULL,EP,1,0,arrival,2023-03-29,2023-03-29,871, آسمان,31.989853,44.404317
871,OISS,OITT,NULL,IRC3812,100,1402-01-09,10:20:00,1402-01-09,10:27:00,چهارشنبه,پروازکرد10:27,NULL,EP,0,0,departure,2023-03-29,2023-03-29,872,آسمان,29.5392,52.589802
872,OIZH,OIMM,,IRC852,B737,1402-01-09,10:10:00,1402-01-09,10:17:00,چهار شنبه,LANDED,نشست ,IRC,0,7,arrival,2023-03-29,2023-03-29,873,آسمان,29.47570037841797,60.90620040893555
873,OIMM,OIYY,NULL,IRC618,NULL,1402-01-09,10:30:00,1402-01-09,10:10:00,چهارشنبه, نشست10:10,NULL,EP,0,0,arrival,2023-03-29,2023-03-29,874,آسمان,36.235198974609375,59.64099884033203
874,OING,OIMM,,IRC636,ATR,1402-01-09,10:05:00,1402-01-09,10:06:00,چهار شنبه,LANDED,نشست ,IRC,0,1,arrival,2023-03-29,2023-03-29,875,آسمان,36.9094009399,54.4012985229
875,OIMM,OICI,,IRC3901,100,1402-01-09,10:05:00,1402-01-09,10:05:00,چهار شنبه,LANDED,نشست ,IRC,0,0,arrival,2023-03-29,2023-03-29,876,آسمان,36.235198974609375,59.64099884033203
876,OIII,OIKY,EPATE,IRC3726,F100,1402-01-09,09:40:00,1402-01-09,09:49:00,چهار شنبه,Departed,پرواز كرد ,IRC,0,9,departure,2023-03-29,2023-03-29,877,آسمان,35.68920135498047,51.31340026855469
877,OIII,OISS,NULL,IRC3769,100,1402-01-09,09:20:00,1402-01-09,09:05:00,چهارشنبه, نشست09:05,NULL,EP,0,0,arrival,2023-03-29,2023-03-29,878,آسمان,35.68920135498047,51.31340026855469
878,OIZH,OIMM,NULL,IRC852,NULL,1402-01-09,08:50:00,1402-01-09,09:05:00,چهارشنبه,پروازکرد09:05,NULL,EP,0,0,departure,2023-03-29,2023-03-29,879, آسمان,29.47570037841797,60.90620040893555
879,OIMM,OIYY,,IRC618,F100,1402-01-09,09:00:00,1402-01-09,09:04:00,چهار شنبه,Departed,پرواز كرد ,IRC,0,4,departure,2023-03-29,2023-03-29,880,آسمان,36.235198974609375,59.64099884033203
880,OING,OIMM,,IRC636,ATR,1402-01-09,08:30:00,1402-01-09,08:43:00,چهار شنبه,Departed,پرواز كرد ,IRC,0,13,departure,2023-03-29,2023-03-29,881,آسمان,36.9094009399,54.4012985229
881,OIBB,OIII,EPATE,IRC3915,F100,1402-01-09,08:40:00,1402-01-09,08:33:00,چهار شنبه,LANDED,نشست ,IRC,0,-7,arrival,2023-03-29,2023-03-29,882,آسمان,28.9447994232,50.8345985413
882,OIII,OISS,EPASR,IRC3769,F100,1402-01-09,07:55:00,1402-01-09,08:05:00,چهار شنبه,Departed,پرواز كرد ,IRC,0,10,departure,2023-03-29,2023-03-29,883,آسمان,35.68920135498047,51.31340026855469
883,OIMM,OICI,,IRC3900,F100,1402-01-09,07:50:00,1402-01-09,07:56:00,چهار شنبه,Departed,پرواز كرد ,IRC,0,6,departure,2023-03-29,2023-03-29,884,آسمان,36.235198974609375,59.64099884033203
884,OIII,OIMM,,IRC602,F100,1402-01-09,08:00:00,1402-01-09,07:50:00,چهار شنبه,LANDED,نشست ,IRC,0,-10,arrival,2023-03-29,2023-03-29,885,آسمان,35.68920135498047,51.31340026855469
885,OIII,OING,,IRC630,ATR,1402-01-09,07:40:00,1402-01-09,07:48:00,چهار شنبه,LANDED,نشست ,IRC,0,8,arrival,2023-03-29,2023-03-29,886,آسمان,35.68920135498047,51.31340026855469
886,OIII,OIZH,NULL,IRC850,NULL,1402-01-09,07:50:00,1402-01-09,07:40:00,چهارشنبه, نشست07:40,NULL,EP,0,0,arrival,2023-03-29,2023-03-29,887, آسمان,35.68920135498047,51.31340026855469
887,OIBB,OIII,NULL,IRC3915,NULL,1402-01-09,07:10:00,1402-01-09,07:20:00,چهارشنبه,پروازکرد07:20,NULL,EP,0,0,departure,2023-03-29,2023-03-29,888, آسمان,28.9447994232,50.8345985413
888,OIII,OIMM,,IRC600,F100,1402-01-09,07:00:00,1402-01-09,06:50:00,چهار شنبه,LANDED,نشست ,IRC,0,-10,arrival,2023-03-29,2023-03-29,889,آسمان,35.68920135498047,51.31340026855469
889,OIII,OING,EPATZ,IRC630,ATR-72-500,1402-01-09,06:20:00,1402-01-09,06:43:00,چهار شنبه,Departed,پرواز كرد ,IRC,0,23,departure,2023-03-29,2023-03-29,890,آسمان,35.68920135498047,51.31340026855469
890,OIII,OIMM,EPATF,IRC602,F100,1402-01-09,06:30:00,1402-01-09,06:41:00,چهار شنبه,Departed,پرواز كرد ,IRC,0,11,departure,2023-03-29,2023-03-29,891,آسمان,35.68920135498047,51.31340026855469
891,OISS,OIII,EPASR,IRC3768,F100,1402-01-09,06:55:00,1402-01-09,06:38:00,چهار شنبه,LANDED,نشست ,IRC,0,-17,arrival,2023-03-29,2023-03-29,892,آسمان,29.5392,52.589802
892,OIII,OIBB,NULL,IRC3914,NULL,1402-01-09,06:40:00,1402-01-09,06:30:00,چهارشنبه, نشست06:30,NULL,EP,0,0,arrival,2023-03-29,2023-03-29,893, آسمان,35.68920135498047,51.31340026855469
893,OIII,OIZH,EPAPQ,IRC850,737-700,1402-01-09,06:00:00,1402-01-09,06:13:00,چهار شنبه,Departed,پرواز كرد ,IRC,0,13,departure,2023-03-29,2023-03-29,894,آسمان,35.68920135498047,51.31340026855469
894,OIII,OIMM,EPATG,IRC600,F100,1402-01-09,05:30:00,1402-01-09,05:41:00,چهار شنبه,Departed,پرواز كرد ,IRC,0,11,departure,2023-03-29,2023-03-29,895,آسمان,35.68920135498047,51.31340026855469
895,OISS,OIII,NULL,IRC3768,100,1402-01-09,05:30:00,1402-01-09,05:30:00,چهارشنبه,پروازکرد05:30,NULL,EP,0,0,departure,2023-03-29,2023-03-29,896,آسمان,29.5392,52.589802
896,OIII,OIBB,EPATE,IRC3914,F100,1402-01-09,05:10:00,1402-01-09,05:19:00,چهار شنبه,Departed,پرواز كرد ,IRC,0,9,departure,2023-03-29,2023-03-29,897,آسمان,35.68920135498047,51.31340026855469
897,OIMM,OIII,EPAPQ,IRC601,737,1402-01-09,00:50:00,1402-01-09,01:03:00,چهار شنبه,LANDED,نشست ,IRC,0,13,arrival,2023-03-29,2023-03-29,898,آسمان,36.235198974609375,59.64099884033203
898,OICC,OIII,EPATG,IRC625,F100,1402-01-09,00:05:00,1402-01-09,00:12:00,چهار شنبه,LANDED,نشست ,IRC,0,7,arrival,2023-03-29,2023-03-29,899,آسمان,34.3459014893,47.1581001282
899,OIYY,OIII,EPATE,IRC3725,FOKER100,1402-01-09,00:35:00,1402-01-09,00:10:00,چهار شنبه,LANDED,نشست ,IRC,0,-25,arrival,2023-03-29,2023-03-29,900,آسمان,31.9048995972,54.2765007019
900,OICC,OIII,,IRC625,100,1402-01-10,22:45:00,1402-01-10,23:59:00,پنج شنبه,Departed,پرواز كرد ,IRC,0,74,departure,2023-03-30,2023-03-30,901,آسمان,34.3459014893,47.1581001282
901,OICC,OIII,EPATE,IRC625,F100,1402-01-10,23:45:00,1402-01-10,23:45:00,پنج شنبه,Delayed,تاخیر ,IRC,0,0,arrival,2023-03-30,2023-03-30,902,آسمان,34.3459014893,47.1581001282
902,OIAW,OIII,EPAPO,IRC833,737-700,1402-01-10,23:40:00,1402-01-10,23:43:00,پنج شنبه,LANDED,نشست ,IRC,0,3,arrival,2023-03-30,2023-03-30,903,آسمان,31.3374,48.762001
903,OIAA,OISS,,IRC3819,F100,1402-01-10,23:25:00,1402-01-10,23:40:00,پنج شنبه,Departed,پرواز كرد ,IRC,0,15,departure,2023-03-30,2023-03-30,904,آسمان,30.367887,48.230075
904,OIII,OICC,,IRC624,100,1402-01-10,22:15:00,1402-01-10,23:25:00,پنج شنبه,LANDED,نشست ,IRC,0,70,arrival,2023-03-30,2023-03-30,905,آسمان,35.68920135498047,51.31340026855469
905,OIII,OIYY,NULL,IRC3744,NULL,1402-01-10,23:00:00,1402-01-10,23:25:00,جمعه, نشست23:25,NULL,EP,0,0,arrival,2023-03-30,2023-03-30,906,آسمان,35.68920135498047,51.31340026855469
906,OIYY,OIII,NULL,IRC3725,NULL,1402-01-10,23:20:00,1402-01-10,23:20:00,پنجشنبه,پروازکرد23:20,NULL,EP,0,0,departure,2023-03-30,2023-03-30,907,آسمان,31.9048995972,54.2765007019
907,OING,OIII,EPATZ,IRC633,ATR-72-500,1402-01-10,23:30:00,1402-01-10,23:07:00,پنج شنبه,LANDED,نشست ,IRC,0,-23,arrival,2023-03-30,2023-03-30,908,آسمان,36.9094009399,54.4012985229
908,OIII,OICC,EPATE,IRC624,F100,1402-01-10,21:15:00,1402-01-10,22:42:00,پنج شنبه,Departed,پرواز كرد ,IRC,0,87,departure,2023-03-30,2023-03-30,909,آسمان,35.68920135498047,51.31340026855469
909,OISS,OIAA,,IRC3818,F100,1402-01-10,22:55:00,1402-01-10,22:41:00,پنج شنبه,LANDED,نشست ,IRC,0,-14,arrival,2023-03-30,2023-03-30,910,آسمان,29.5392,52.589802
910,OIAW,OIII,,IRC833,F100,1402-01-10,22:30:00,1402-01-10,22:40:00,پنج شنبه,Departed,پرواز كرد ,IRC,0,10,departure,2023-03-30,2023-03-30,911,آسمان,31.3374,48.762001
911,OISS,OIII,,IRC3781,F100,1402-01-10,22:40:00,1402-01-10,22:13:00,پنج شنبه,LANDED,نشست ,IRC,0,-27,arrival,2023-03-30,2023-03-30,912,آسمان,29.5392,52.589802
912,OING,OIII,,IRC633,ATR,1402-01-10,22:10:00,1402-01-10,22:10:00,پنج شنبه,Departed,پرواز كرد ,IRC,0,0,departure,2023-03-30,2023-03-30,913,آسمان,36.9094009399,54.4012985229
913,OIMM,OIYY,NULL,IRC618,NULL,1402-01-10,22:20:00,1402-01-10,22:05:00,پنجشنبه, نشست22:05,NULL,EP,0,0,arrival,2023-03-30,2023-03-30,914,آسمان,36.235198974609375,59.64099884033203
914,OISS,OIAA,NULL,IRC3818,100,1402-01-10,21:50:00,1402-01-10,21:57:00,پنجشنبه,پروازکرد21:57,NULL,EP,0,0,departure,2023-03-30,2023-03-30,915,آسمان,29.5392,52.589802
915,OIII,OIAW,,IRC832,F100,1402-01-10,21:45:00,1402-01-10,21:47:00,پنج شنبه,LANDED,نشست ,IRC,0,2,arrival,2023-03-30,2023-03-30,916,آسمان,35.68920135498047,51.31340026855469
916,OITR,OIII,EPATE,IRC3855,F100,1402-01-10,20:15:00,1402-01-10,21:43:00,پنج شنبه,LANDED,نشست ,IRC,0,88,arrival,2023-03-30,2023-03-30,917,آسمان,37.6680984497,45.0686988831
917,OIKB,OISS,NULL,IRC3793,100,1402-01-10,18:50:00,1402-01-10,21:24:00,جمعه,پروازکرد21:24,NULL,EP,0,0,departure,2023-03-30,2023-03-30,918, آسمان,27.218299865722656,56.37779998779297
918,OIII,OING,,IRC632,ATR,1402-01-10,21:30:00,1402-01-10,21:20:00,پنج شنبه,LANDED,نشست ,IRC,0,-10,arrival,2023-03-30,2023-03-30,919,آسمان,35.68920135498047,51.31340026855469
919,OISS,OIII,NULL,IRC3781,100,1402-01-10,21:15:00,1402-01-10,21:15:00,پنجشنبه, آماده پرواز,NULL,EP,0,0,departure,2023-03-30,2023-03-30,920,آسمان,29.5392,52.589802
920,OIMM,OIYY,,IRC618,B737,1402-01-10,20:50:00,1402-01-10,21:02:00,پنج شنبه,Departed,پرواز كرد ,IRC,0,12,departure,2023-03-30,2023-03-30,921,آسمان,36.235198974609375,59.64099884033203
921,OIII,OIAW,EPAPO,IRC832,737-700,1402-01-10,20:35:00,1402-01-10,20:55:00,پنج شنبه,Departed,پرواز كرد ,IRC,0,20,departure,2023-03-30,2023-03-30,922,آسمان,35.68920135498047,51.31340026855469
922,OIMM,OISS,NULL,IRC3851,100,1402-01-10,20:50:00,1402-01-10,20:46:00,پنجشنبه, نشست20:46,NULL,EP,0,0,arrival,2023-03-30,2023-03-30,923,آسمان,36.235198974609375,59.64099884033203
923,OITR,OIII,NULL,IRC3855,NULL,1402-01-10,19:00:00,1402-01-10,20:40:00,پنجشنبه,پروازکرد20:40,NULL,EP,0,0,departure,2023-03-30,2023-03-30,924, آسمان,37.6680984497,45.0686988831
924,OISS,OIKB,NULL,IRC3792,100,1402-01-10,18:20:00,1402-01-10,20:35:00,جمعه, نشست20:35,NULL,EP,0,0,arrival,2023-03-30,2023-03-30,925, آسمان,29.5392,52.589802
925,OIII,OING,EPATZ,IRC632,ATR-72-500,1402-01-10,20:00:00,1402-01-10,20:16:00,پنج شنبه,Departed,پرواز كرد ,IRC,0,16,departure,2023-03-30,2023-03-30,926,آسمان,35.68920135498047,51.31340026855469
926,OIII,OITR,NULL,IRC3854,NULL,1402-01-10,18:15:00,1402-01-10,19:55:00,پنجشنبه, نشست19:55,NULL,EP,0,0,arrival,2023-03-30,2023-03-30,927, آسمان,35.68920135498047,51.31340026855469
927,OIKB,OISS,NULL,IRC3793,100,1402-01-10,20:00:00,1402-01-10,19:52:00,پنجشنبه, نشست19:52,NULL,EP,0,0,arrival,2023-03-30,2023-03-30,928,آسمان,27.218299865722656,56.37779998779297
928,OITT,OIII,EPATG,IRC641,F100,1402-01-10,19:35:00,1402-01-10,19:23:00,پنج شنبه,LANDED,نشست ,IRC,0,-12,arrival,2023-03-30,2023-03-30,929,آسمان,38.1338996887207,46.23500061035156
929,OIYY,OIMM,,IRC619,B737,1402-01-10,19:50:00,1402-01-10,19:23:00,پنج شنبه,LANDED,نشست ,IRC,0,-27,arrival,2023-03-30,2023-03-30,930,آسمان,31.9048995972,54.2765007019
930,OIMM,OISS,,IRC3851,F100,1402-01-10,19:00:00,1402-01-10,19:11:00,پنج شنبه,Departed,پرواز كرد ,IRC,0,11,departure,2023-03-30,2023-03-30,931,آسمان,36.235198974609375,59.64099884033203
931,OIKB,OISS,NULL,IRC3793,100,1402-01-10,18:55:00,1402-01-10,19:03:00,پنجشنبه,پروازکرد19:03,NULL,EP,0,0,departure,2023-03-30,2023-03-30,932, آسمان,27.218299865722656,56.37779998779297
932,OIII,OITR,EPATE,IRC3854,F100,1402-01-10,17:15:00,1402-01-10,18:53:00,پنج شنبه,Departed,پرواز كرد ,IRC,0,98,departure,2023-03-30,2023-03-30,933,آسمان,35.68920135498047,51.31340026855469
933,OIGG,OIII,EPATZ,IRC845,ATR-72-500,1402-01-10,19:00:00,1402-01-10,18:52:00,پنج شنبه,LANDED,نشست ,IRC,0,-8,arrival,2023-03-30,2023-03-30,934,آسمان,37.323333,49.617778
934,OITT,OIII,NULL,IRC641,100,1402-01-10,18:20:00,1402-01-10,18:30:00,پنجشنبه,پروازکرد18:30,NULL,EP,0,0,departure,2023-03-30,2023-03-30,935, آسمان,38.1338996887207,46.23500061035156
935,OIYY,OIMM,NULL,IRC619,NULL,1402-01-10,18:20:00,1402-01-10,18:25:00,پنجشنبه,پروازکرد18:25,NULL,EP,0,0,departure,2023-03-30,2023-03-30,936,آسمان,31.9048995972,54.2765007019
936,OISS,OIKB,NULL,IRC3792,100,1402-01-10,18:25:00,1402-01-10,18:11:00,پنجشنبه, نشست18:11,NULL,EP,0,0,arrival,2023-03-30,2023-03-30,937, آسمان,29.5392,52.589802
937,OIGG,OIII,,IRC845,ATR-72-500,1402-01-10,17:50:00,1402-01-10,17:57:00,پنج شنبه,Departed,پرواز كرد ,IRC,0,7,departure,2023-03-30,2023-03-30,938,آسمان,37.323333,49.617778
938,OISS,OIMM,,IRC3850,F100,1402-01-10,18:00:00,1402-01-10,17:45:00,پنج شنبه,LANDED,نشست ,IRC,0,-15,arrival,2023-03-30,2023-03-30,939,آسمان,29.5392,52.589802
939,OIII,OIYY,NULL,IRC3724,NULL,1402-01-10,17:20:00,1402-01-10,17:30:00,پنجشنبه, نشست17:30,NULL,EP,0,0,arrival,2023-03-30,2023-03-30,940,آسمان,35.68920135498047,51.31340026855469
940,OISS,OIKB,NULL,IRC3792,100,1402-01-10,17:20:00,1402-01-10,17:25:00,پنجشنبه,پروازکرد17:25,NULL,EP,0,0,departure,2023-03-30,2023-03-30,941,آسمان,29.5392,52.589802
941,OIII,OITT,NULL,IRC640,100,1402-01-10,17:35:00,1402-01-10,17:25:00,پنجشنبه, نشست17:25,NULL,EP,0,0,arrival,2023-03-30,2023-03-30,942, آسمان,35.68920135498047,51.31340026855469
942,OIYY,OIMM,NULL,IRC619,NULL,1402-01-10,16:55:00,1402-01-10,17:20:00,جمعه,پروازکرد17:20,NULL,EP,0,0,departure,2023-03-30,2023-03-30,943,آسمان,31.9048995972,54.2765007019
943,OIII,OIGG,,IRC844,ATR-72-500,1402-01-10,17:10:00,1402-01-10,17:12:00,پنج شنبه,LANDED,نشست ,IRC,0,2,arrival,2023-03-30,2023-03-30,944,آسمان,35.68920135498047,51.31340026855469
944,OIII,OITT,EPATG,IRC640,F100,1402-01-10,16:20:00,1402-01-10,16:34:00,پنج شنبه,Departed,پرواز كرد ,IRC,0,14,departure,2023-03-30,2023-03-30,945,آسمان,35.68920135498047,51.31340026855469
945,OIII,OIYY,EPAPQ,IRC3724,737-700,1402-01-10,16:10:00,1402-01-10,16:30:00,پنج شنبه,Departed,پرواز كرد ,IRC,0,20,departure,2023-03-30,2023-03-30,946,آسمان,35.68920135498047,51.31340026855469
